id,buggy,fixed,buggy_source_code,fixed_source_code,operations,signature,check1,check2
13426,"public static void METHOD_1 ( java.lang.String str , int VAR_1 , int VAR_2 , int VAR_3 , int VAR_4 ) { if ( VAR_5 ) TYPE_1 . METHOD_2 ( str ) ; } 
","public static void METHOD_1 ( java.lang.String str , int VAR_1 , int VAR_2 , int VAR_3 , int VAR_4 ) { if ( VAR_5 ) TYPE_1 . METHOD_2 ( java.lang.String.format ( str , VAR_1 , VAR_2 , VAR_3 , VAR_4 ) ) ; } 
","public static void debugPrint(java.lang.String str, int p0, int p1, int p2, int p3) {
    if (org.jcodec.codecs.h264.decode.MBlockDecoderUtils.debug)
        org.jcodec.common.logging.Logger.debug(str);
    
}","public static void debugPrint(java.lang.String str, int p0, int p1, int p2, int p3) {
    if (org.jcodec.codecs.h264.decode.MBlockDecoderUtils.debug)
        org.jcodec.common.logging.Logger.debug(java.lang.String.format(str, p0, p1, p2, p3));
    
}","Insert Invocation at Invocation
Insert TypeAccess at Invocation
Move VariableRead from Invocation to CtVariableReadImpl
Insert VariableRead at Invocation
Insert VariableRead at Invocation
Insert VariableRead at Invocation
Insert VariableRead at Invocation
","void debugPrint(java.lang.String,int,int,int,int)
void debugPrint(java.lang.String,int,int,int,int)",-2,-2
26013,"public java.util.List < TYPE_1 > METHOD_1 ( ) { return ( ( java.util.List < TYPE_1 > ) ( ( ( java.util.ArrayList < TYPE_1 > ) ( VAR_1 ) ) . METHOD_2 ( ) ) ) ; } 
","public java.util.List < TYPE_1 > METHOD_1 ( ) { if ( ( VAR_1 ) != null ) return ( ( java.util.List < TYPE_1 > ) ( ( ( java.util.ArrayList < TYPE_1 > ) ( VAR_1 ) ) . METHOD_2 ( ) ) ) ; else return null ; } 
","public java.util.List<edu.umass.ckc.wo.content.Hint> getHints() {
    return ((java.util.List<edu.umass.ckc.wo.content.Hint>) (((java.util.ArrayList<edu.umass.ckc.wo.content.Hint>) (allHints)).clone()));
}","public java.util.List<edu.umass.ckc.wo.content.Hint> getHints() {
    if ((allHints) != null)
        return ((java.util.List<edu.umass.ckc.wo.content.Hint>) (((java.util.ArrayList<edu.umass.ckc.wo.content.Hint>) (allHints)).clone()));
    else
        return null;
    
}","Insert Block at Method
Insert If at Block
Insert BinaryOperator at If
Move Block from Method to CtBlockImpl
Insert Block at If
Insert FieldRead at BinaryOperator
Insert Literal at BinaryOperator
Insert Return at Block
Insert ThisAccess at FieldRead
Insert Literal at Return
Insert TypeAccess at ThisAccess
","java.util.List getHints()
java.util.List getHints()",-2,-2
41170,"public java.util.ArrayList < TYPE_1 > METHOD_1 ( ) { } 
","public java.util.ArrayList < TYPE_1 > METHOD_1 ( ) { return null ; } 
","public java.util.ArrayList<api_service.models.Ride> notifications() {
}","public java.util.ArrayList<api_service.models.Ride> notifications() {
    return null;
}","Insert Return at Block
Insert Literal at Return
","java.util.ArrayList notifications()
java.util.ArrayList notifications()",-2,-2
28998,"public java.util.Set < TYPE_1 > METHOD_1 ( java.lang.String VAR_1 ) { TYPE_2 VAR_2 = this . VAR_3 . get ( VAR_1 ) ; return this . METHOD_1 ( VAR_2 ) ; } 
","public java.util.Set < TYPE_1 > METHOD_1 ( java.lang.String VAR_1 ) { TYPE_2 VAR_2 = this . VAR_3 . get ( VAR_1 ) ; if ( VAR_2 == null ) return null ; return this . METHOD_1 ( VAR_2 ) ; } 
","public java.util.Set<net.tullco.tullutils.graphutils.Edge> getVertexEdges(java.lang.String identifier) {
    net.tullco.tullutils.graphutils.Vertex v = this.vertices.get(identifier);
    return this.getVertexEdges(v);
}","public java.util.Set<net.tullco.tullutils.graphutils.Edge> getVertexEdges(java.lang.String identifier) {
    net.tullco.tullutils.graphutils.Vertex v = this.vertices.get(identifier);
    if (v == null)
        return null;
    
    return this.getVertexEdges(v);
}","Insert If at Block
Insert BinaryOperator at If
Insert Block at If
Insert VariableRead at BinaryOperator
Insert Literal at BinaryOperator
Insert Return at Block
Insert Literal at Return
","java.util.Set getVertexEdges(java.lang.String)
java.util.Set getVertexEdges(java.lang.String)",-2,-2
45572,"public java.util.List < java.lang.String > METHOD_1 ( java.lang.String fileName , int VAR_1 ) { java.util.List < java.lang.String > VAR_2 = new java.util.ArrayList < java.lang.String > ( ) ; java.io.File file = new java.io.File ( fileName ) ; int count ; } 
","public java.util.List < java.lang.String > METHOD_1 ( java.lang.String fileName , int VAR_1 ) { java.util.List < java.lang.String > VAR_2 = new java.util.ArrayList < java.lang.String > ( ) ; java.io.File file = new java.io.File ( fileName ) ; return null ; } 
","public java.util.List<java.lang.String> splitBySize(java.lang.String fileName, int byteSize) {
    java.util.List<java.lang.String> parts = new java.util.ArrayList<java.lang.String>();
    java.io.File file = new java.io.File(fileName);
    int count;
}","public java.util.List<java.lang.String> splitBySize(java.lang.String fileName, int byteSize) {
    java.util.List<java.lang.String> parts = new java.util.ArrayList<java.lang.String>();
    java.io.File file = new java.io.File(fileName);
    return null;
}","Insert Return at Block
Insert Literal at Return
Delete LocalVariable at Block
","java.util.List splitBySize(java.lang.String,int)
java.util.List splitBySize(java.lang.String,int)",-2,-2
32054,"public java.lang.String METHOD_1 ( ) { TYPE_1 . i ( STRING_1 , VAR_1 ) ; if ( ( VAR_1 ) == STRING_2 ) { return VAR_2 ; } return VAR_1 ; } 
","public java.lang.String METHOD_1 ( ) { TYPE_1 . i ( STRING_1 , VAR_1 ) ; if ( ( VAR_1 . equals ( STRING_2 ) ) || ( VAR_1 . equals ( null ) ) ) { VAR_1 = VAR_2 ; } return VAR_1 ; } 
","public java.lang.String getRoomDescription() {
    android.util.Log.i(""teng DROOOfbdfbgr222"", roomDescript);
    if ((roomDescript) == """") {
        return backUpRoomDescription;
    }
    return roomDescript;
}","public java.lang.String getRoomDescription() {
    android.util.Log.i(""teng DROOOfbdfbgr222"", roomDescript);
    if ((roomDescript.equals("""")) || (roomDescript.equals(null))) {
        roomDescript = backUpRoomDescription;
    }
    return roomDescript;
}","Update BinaryOperator at If
Insert Invocation at BinaryOperator
Insert Invocation at BinaryOperator
Insert Assignment at Block
Move FieldRead from BinaryOperator to CtFieldReadImpl
Insert Literal at Invocation
Insert FieldRead at Invocation
Insert Literal at Invocation
Insert FieldWrite at Assignment
Move FieldRead from Return to CtFieldReadImpl
Insert ThisAccess at FieldRead
Insert ThisAccess at FieldWrite
Insert TypeAccess at ThisAccess
Insert TypeAccess at ThisAccess
Delete Literal at BinaryOperator
Delete Return at Block
","java.lang.String getRoomDescription()
java.lang.String getRoomDescription()",-2,-2
7596,"public java.util.Set < java.lang.String > METHOD_1 ( ) { return VAR_1 . METHOD_2 ( ) ; } 
","public java.util.Set < java.lang.String > METHOD_1 ( ) { if ( ( VAR_1 ) != null ) return VAR_1 . METHOD_2 ( ) ; return null ; } 
","public java.util.Set<java.lang.String> getPropertyNames() {
    return properties.keySet();
}","public java.util.Set<java.lang.String> getPropertyNames() {
    if ((properties) != null)
        return properties.keySet();
    
    return null;
}","Insert Block at Method
Insert If at Block
Insert Return at Block
Insert BinaryOperator at If
Move Block from Method to CtBlockImpl
Insert Literal at Return
Insert FieldRead at BinaryOperator
Insert Literal at BinaryOperator
Insert ThisAccess at FieldRead
Insert TypeAccess at ThisAccess
","java.util.Set getPropertyNames()
java.util.Set getPropertyNames()",-2,-2
36725,"private java.util.ArrayList < TYPE_1 > METHOD_1 ( ) { return METHOD_2 ( ) . METHOD_3 ( ) ; } 
","private java.util.ArrayList < TYPE_1 > METHOD_1 ( ) { if ( ( METHOD_2 ( ) . METHOD_3 ( ) ) != null ) { return METHOD_2 ( ) . METHOD_3 ( ) ; } else { return null ; } } 
","private java.util.ArrayList<com.shareyourproxy.api.domain.model.Group> getGroupData() {
    return getLoggedInUser().groups();
}","private java.util.ArrayList<com.shareyourproxy.api.domain.model.Group> getGroupData() {
    if ((getLoggedInUser().groups()) != null) {
        return getLoggedInUser().groups();
    }else {
        return null;
    }
}","Insert Block at Method
Insert If at Block
Insert BinaryOperator at If
Move Block from Method to CtBlockImpl
Insert Block at If
Insert Invocation at BinaryOperator
Insert Literal at BinaryOperator
Insert Return at Block
Insert Invocation at Invocation
Insert Literal at Return
Insert ThisAccess at Invocation
Insert TypeAccess at ThisAccess
","java.util.ArrayList getGroupData()
java.util.ArrayList getGroupData()",-2,-2
32055,"public java.util.LinkedList < java.lang.String > METHOD_1 ( int VAR_1 ) { } 
","public java.util.LinkedList < java.lang.String > METHOD_1 ( int VAR_1 ) { return null ; } 
","public java.util.LinkedList<java.lang.String> getTiles(int howManyTiles) {
}","public java.util.LinkedList<java.lang.String> getTiles(int howManyTiles) {
    return null;
}","Insert Return at Block
Insert Literal at Return
","java.util.LinkedList getTiles(int)
java.util.LinkedList getTiles(int)",-2,-2
43157,"public byte [ ] METHOD_1 ( ) throws TYPE_1 { TYPE_2 obj = new TYPE_2 ( params ) ; return obj . toString ( ) . METHOD_2 ( ) ; } 
","public byte [ ] METHOD_1 ( ) throws TYPE_1 { if ( ( params ) != null ) { TYPE_2 obj = new TYPE_2 ( params ) ; return obj . toString ( ) . METHOD_2 ( ) ; } else { return null ; } } 
","@java.lang.Override
public byte[] getBody() throws com.android.volley.AuthFailureError {
    org.json.JSONObject obj = new org.json.JSONObject(params);
    return obj.toString().getBytes();
}","@java.lang.Override
public byte[] getBody() throws com.android.volley.AuthFailureError {
    if ((params) != null) {
        org.json.JSONObject obj = new org.json.JSONObject(params);
        return obj.toString().getBytes();
    }else {
        return null;
    }
}","Insert Block at Method
Insert If at Block
Insert BinaryOperator at If
Move Block from Method to CtBlockImpl
Insert Block at If
Insert FieldRead at BinaryOperator
Insert Literal at BinaryOperator
Insert Return at Block
Insert ThisAccess at FieldRead
Insert Literal at Return
Insert TypeAccess at ThisAccess
","byte[] getBody()
byte[] getBody()",-2,-2
21122,"public java.lang.String [ ] METHOD_1 ( java.lang.String VAR_1 ) { return VAR_1 . substring ( 1 , ( ( VAR_1 . length ( ) ) - 1 ) ) . split ( STRING_1 ) ; } 
","public java.lang.String [ ] METHOD_1 ( java.lang.String VAR_1 ) { if ( VAR_1 . isEmpty ( ) ) return null ; return VAR_1 . substring ( 1 , ( ( VAR_1 . length ( ) ) - 1 ) ) . split ( STRING_1 ) ; } 
","@java.lang.Override
public java.lang.String[] convertToEntityAttribute(java.lang.String jobDesc) {
    return jobDesc.substring(1, ((jobDesc.length()) - 1)).split("", "");
}","@java.lang.Override
public java.lang.String[] convertToEntityAttribute(java.lang.String jobDesc) {
    if (jobDesc.isEmpty())
        return null;
    
    return jobDesc.substring(1, ((jobDesc.length()) - 1)).split("", "");
}","Insert If at Block
Insert Invocation at If
Insert Block at If
Insert VariableRead at Invocation
Insert Return at Block
Insert Literal at Return
","java.lang.String[] convertToEntityAttribute(java.lang.String)
java.lang.String[] convertToEntityAttribute(java.lang.String)",-2,-2
15311,"public void METHOD_1 ( final java.lang.Void result ) { TYPE_1 . METHOD_2 ( STRING_1 , VAR_1 ) ; } 
","public void METHOD_1 ( final java.lang.Void result ) { TYPE_1 . info ( STRING_1 , this . VAR_1 ) ; } 
","@java.lang.Override
public void onSuccess(final java.lang.Void result) {
    org.opendaylight.protocol.bgp.benchmark.app.AppPeerBenchmark.LOG.trace(""Empty Structure created for Application Peer Benchmark {}"", appRibId);
}","@java.lang.Override
public void onSuccess(final java.lang.Void result) {
    org.opendaylight.protocol.bgp.benchmark.app.AppPeerBenchmark.LOG.info(""Empty Structure created for Application Peer Benchmark {}"", this.appRibId);
}","Update Invocation at Block
Insert FieldRead at Invocation
Insert ThisAccess at FieldRead
Insert TypeAccess at ThisAccess
Delete VariableRead at Invocation
","void onSuccess(java.lang.Void)
void onSuccess(java.lang.Void)",-2,-2
490,"private void METHOD_1 ( java.lang.String name ) throws TYPE_1 { if ( ( name == null ) | ( name == STRING_1 ) ) { throw new TYPE_1 ( STRING_2 ) ; } } 
","private void METHOD_1 ( java.lang.String name ) throws TYPE_1 { if ( ( name == null ) | ( name . isEmpty ( ) ) ) { throw new TYPE_1 ( STRING_2 ) ; } } 
","private void validateName(java.lang.String name) throws logistics.utilities.exceptions.NullParameterException {
    if ((name == null) | (name == """")) {
        throw new logistics.utilities.exceptions.NullParameterException(""Facility Name cannot be Null or Empty"");
    }
}","private void validateName(java.lang.String name) throws logistics.utilities.exceptions.NullParameterException {
    if ((name == null) | (name.isEmpty())) {
        throw new logistics.utilities.exceptions.NullParameterException(""Facility Name cannot be Null or Empty"");
    }
}","Insert Invocation at BinaryOperator
Insert VariableRead at Invocation
Delete VariableRead at BinaryOperator
Delete Literal at BinaryOperator
Delete BinaryOperator at BinaryOperator
","void validateName(java.lang.String)
void validateName(java.lang.String)",-2,-2
26521,"public static java.lang.String METHOD_1 ( TYPE_1 VAR_1 , java.lang.String ... keys ) { for ( java.lang.String key : keys ) { java.lang.String VAR_2 = VAR_1 . METHOD_1 ( key ) ; if ( TYPE_2 . METHOD_2 ( VAR_2 ) ) continue ; } return null ; } 
","public static java.lang.String METHOD_1 ( TYPE_1 VAR_1 , java.lang.String ... keys ) { for ( java.lang.String key : keys ) { java.lang.String VAR_2 = VAR_1 . METHOD_1 ( key ) ; if ( TYPE_2 . METHOD_2 ( VAR_2 ) ) continue ; return VAR_2 ; } return null ; } 
","public static java.lang.String getFirstValue(com.digitalpebble.stormcrawler.Metadata md, java.lang.String... keys) {
    for (java.lang.String key : keys) {
        java.lang.String val = md.getFirstValue(key);
        if (org.apache.commons.lang.StringUtils.isBlank(val))
            continue;
        
    }
    return null;
}","public static java.lang.String getFirstValue(com.digitalpebble.stormcrawler.Metadata md, java.lang.String... keys) {
    for (java.lang.String key : keys) {
        java.lang.String val = md.getFirstValue(key);
        if (org.apache.commons.lang.StringUtils.isBlank(val))
            continue;
        
        return val;
    }
    return null;
}","Insert Return at Block
Insert VariableRead at Return
","java.lang.String getFirstValue(com.digitalpebble.stormcrawler.Metadata,java.lang.String[])
java.lang.String getFirstValue(com.digitalpebble.stormcrawler.Metadata,java.lang.String[])",-2,-2
6047,"protected void METHOD_1 ( final TYPE_1 target ) { METHOD_2 ( target ) ; } 
","protected abstract void METHOD_1 ( final TYPE_1 target ) ; 
","@java.lang.Override
protected void respond(final org.apache.wicket.ajax.AjaxRequestTarget target) {
    onCancel(target);
}","@java.lang.Override
protected abstract void respond(final org.apache.wicket.ajax.AjaxRequestTarget target);","Insert Parameter at Method
Insert Method at Class
Insert Method at Class
Insert Parameter at Method
Delete VariableRead at Invocation
Delete Invocation at Block
Delete Block at Method
","void respond(org.apache.wicket.ajax.AjaxRequestTarget)
void respond(org.apache.wicket.ajax.AjaxRequestTarget)",-2,-2
36743,"public java.util.Collection < ? extends TYPE_1 > METHOD_1 ( ) { java.util.Set < TYPE_1 > VAR_1 = new java.util.HashSet < > ( ) ; VAR_1 . add ( position ) ; return VAR_1 ; } 
","public java.util.Collection < ? extends TYPE_1 > METHOD_1 ( ) { return null ; } 
","@java.lang.Override
public java.util.Collection<? extends model.Position> tickToRemove() {
    java.util.Set<model.Position> toRemove = new java.util.HashSet<>();
    toRemove.add(position);
    return toRemove;
}","@java.lang.Override
public java.util.Collection<? extends model.Position> tickToRemove() {
    return null;
}","Insert Literal at Return
Delete ConstructorCall at LocalVariable
Delete LocalVariable at Block
Delete VariableRead at Invocation
Delete FieldRead at Invocation
Delete Invocation at Block
Delete VariableRead at Return
","java.util.Collection tickToRemove()
java.util.Collection tickToRemove()",-2,-2
36318,"public TYPE_1 METHOD_1 ( ) ; 
","public TYPE_1 METHOD_1 ( final java.lang.String field ) ; 
","@com.emc.storageos.svcs.errorhandling.annotations.DeclareServiceCode(value = ServiceCode.API_PARAMETER_INVALID)
public com.emc.storageos.svcs.errorhandling.resources.BadRequestException schduleInfoNotMatchWithExecutionWindow();","@com.emc.storageos.svcs.errorhandling.annotations.DeclareServiceCode(value = ServiceCode.API_PARAMETER_INVALID)
public com.emc.storageos.svcs.errorhandling.resources.BadRequestException schduleInfoNotMatchWithExecutionWindow(final java.lang.String field);","Insert Parameter at Method
Insert Parameter at Method
","com.emc.storageos.svcs.errorhandling.resources.BadRequestException schduleInfoNotMatchWithExecutionWindow()
com.emc.storageos.svcs.errorhandling.resources.BadRequestException schduleInfoNotMatchWithExecutionWindow(java.lang.String)",-2,-2
36043,"public static void METHOD_1 ( double p ) { double VAR_1 = VAR_2 ; java.lang.System.out.println ( ( STRING_1 + p ) ) ; java.lang.System.out.println ( ( STRING_2 + VAR_1 ) ) ; } 
","public static void METHOD_1 ( int p , double VAR_2 ) { double VAR_1 = p * VAR_2 ; java.lang.System.out.println ( ( STRING_1 + p ) ) ; java.lang.System.out.println ( ( STRING_2 + VAR_1 ) ) ; } 
","public static void tenPercentOff(double p) {
    double newPrice = DISCOUNT_RATE;
    java.lang.System.out.println((""Ten percent off "" + p));
    java.lang.System.out.println((""  New price is "" + newPrice));
}","public static void tenPercentOff(int p, double DISCOUNT_RATE) {
    double newPrice = p * DISCOUNT_RATE;
    java.lang.System.out.println((""Ten percent off "" + p));
    java.lang.System.out.println((""  New price is "" + newPrice));
}","Insert Parameter at Method
Insert BinaryOperator at LocalVariable
Insert VariableRead at BinaryOperator
Insert VariableRead at BinaryOperator
Delete FieldRead at LocalVariable
","void tenPercentOff(double)
void tenPercentOff(int,double)",-2,-2
28729,"public TYPE_1 METHOD_1 ( java.lang.String format , java.lang.Object ... args ) { TYPE_2 VAR_1 = VAR_2 . METHOD_2 ( ) ; if ( VAR_3 ) { VAR_1 . METHOD_3 ( java.lang.String.format ( format , args ) ) ; } return new TYPE_1 ( VAR_1 ) ; } 
","public void METHOD_1 ( java.lang.String format , java.lang.Object ... args ) { if ( VAR_3 ) { METHOD_1 ( java.lang.String.format ( format , args ) ) ; } } 
","public java.io.PrintWriter debug(java.lang.String format, java.lang.Object... args) {
    java.io.PrintStream logger = delegate.getLogger();
    if (debug) {
        logger.println(java.lang.String.format(format, args));
    }
    return new java.io.PrintWriter(logger);
}","public void debug(java.lang.String format, java.lang.Object... args) {
    if (debug) {
        debug(java.lang.String.format(format, args));
    }
}","Update Invocation at Block
Insert ThisAccess at Invocation
Insert TypeAccess at ThisAccess
Delete TypeAccess at ThisAccess
Delete ThisAccess at FieldRead
Delete FieldRead at Invocation
Delete Invocation at LocalVariable
Delete LocalVariable at Block
Delete VariableRead at Invocation
Delete VariableRead at ConstructorCall
Delete ConstructorCall at Return
Delete Return at Block
","java.io.PrintWriter debug(java.lang.String,java.lang.Object[])
void debug(java.lang.String,java.lang.Object[])",-2,-2
32955,"public java.util.ArrayList < TYPE_1 > METHOD_1 ( TYPE_2 VAR_1 ) { if ( ( this . METHOD_2 ( ) ) != ( VAR_1 . METHOD_2 ( ) ) ) { } } 
","public java.util.ArrayList < TYPE_1 > METHOD_1 ( TYPE_2 VAR_1 ) { if ( ( this . METHOD_2 ( ) ) != ( VAR_1 . METHOD_2 ( ) ) ) { } return null ; } 
","public java.util.ArrayList<Connection> shortestRouteTo(Place destination) {
    if ((this.getRealm()) != (destination.getRealm())) {
    }
}","public java.util.ArrayList<Connection> shortestRouteTo(Place destination) {
    if ((this.getRealm()) != (destination.getRealm())) {
    }
    return null;
}","Insert Return at Block
Insert Literal at Return
","java.util.ArrayList shortestRouteTo(Place)
java.util.ArrayList shortestRouteTo(Place)",-2,-2
37375,"public byte [ ] getValue ( ) { return VAR_1 . getValue ( ) ; } 
","public byte [ ] getValue ( ) { if ( ( VAR_1 ) == null ) return null ; return VAR_1 . getValue ( ) ; } 
","public byte[] getValue() {
    return mCharacteristic.getValue();
}","public byte[] getValue() {
    if ((mCharacteristic) == null)
        return null;
    
    return mCharacteristic.getValue();
}","Insert Block at Method
Insert If at Block
Move Return from Block to CtReturnImpl
Insert BinaryOperator at If
Insert Block at If
Insert FieldRead at BinaryOperator
Insert Literal at BinaryOperator
Insert Return at Block
Insert ThisAccess at FieldRead
Insert Literal at Return
Insert TypeAccess at ThisAccess
Delete Block at Method
","byte[] getValue()
byte[] getValue()",-2,-2
28334,"public byte [ ] getValue ( ) { return value . METHOD_1 ( ) ; } 
","public byte [ ] getValue ( ) { if ( ( value ) != null ) { return value . METHOD_1 ( ) ; } return null ; } 
","public byte[] getValue() {
    return value.clone();
}","public byte[] getValue() {
    if ((value) != null) {
        return value.clone();
    }
    return null;
}","Insert Block at Method
Insert If at Block
Insert Return at Block
Insert BinaryOperator at If
Move Block from Method to CtBlockImpl
Insert Literal at Return
Insert FieldRead at BinaryOperator
Insert Literal at BinaryOperator
Insert ThisAccess at FieldRead
Insert TypeAccess at ThisAccess
","byte[] getValue()
byte[] getValue()",-2,-2
41917,"public java.util.Collection METHOD_1 ( java.lang.String VAR_1 ) throws TYPE_1 { return TYPE_2 . METHOD_1 ( VAR_1 , VAR_2 . METHOD_2 ( ) ) ; } 
","public java.util.Collection METHOD_1 ( java.lang.String VAR_1 ) throws TYPE_1 { return null ; } 
","@java.lang.Override
public java.util.Collection selectLEContactOnWhereClause(java.lang.String whereClause) throws java.rmi.RemoteException {
    return dbSQL.LeContactsSql.selectLEContactOnWhereClause(whereClause, dsSQL.getConn());
}","@java.lang.Override
public java.util.Collection selectLEContactOnWhereClause(java.lang.String whereClause) throws java.rmi.RemoteException {
    return null;
}","Insert Literal at Return
Delete TypeAccess at Invocation
Delete VariableRead at Invocation
Delete FieldRead at Invocation
Delete Invocation at Invocation
Delete Invocation at Return
","java.util.Collection selectLEContactOnWhereClause(java.lang.String)
java.util.Collection selectLEContactOnWhereClause(java.lang.String)",-2,-2
16809,"public java.util.Map < java.lang.String , java.lang.String > METHOD_1 ( ) { java.util.Map < java.lang.String , java.lang.String > result = VAR_1 . METHOD_2 ( ) ; return result ; } 
","public java.util.Map < java.lang.String , java.lang.String > METHOD_1 ( ) { return null ; } 
","@org.springframework.web.bind.annotation.RequestMapping(value = ""/user"")
@org.springframework.web.bind.annotation.ResponseBody
public java.util.Map<java.lang.String, java.lang.String> json() {
    java.util.Map<java.lang.String, java.lang.String> result = userService.getUserInfo();
    return result;
}","@org.springframework.web.bind.annotation.RequestMapping(value = ""/user"")
@org.springframework.web.bind.annotation.ResponseBody
public java.util.Map<java.lang.String, java.lang.String> json() {
    return null;
}","Insert Literal at Return
Delete TypeAccess at ThisAccess
Delete ThisAccess at FieldRead
Delete FieldRead at Invocation
Delete Invocation at LocalVariable
Delete LocalVariable at Block
Delete VariableRead at Return
","java.util.Map json()
java.util.Map json()",-2,-2
14177,"public java.util.Collection < java.lang.String > METHOD_1 ( TYPE_1 VAR_1 , java.lang.String arg ) { return TYPE_2 . METHOD_2 ( ) ; } 
","public java.util.Collection < java.lang.String > METHOD_1 ( TYPE_1 VAR_1 , java.lang.String arg ) { return null ; } 
","@java.lang.Override
public java.util.Collection<java.lang.String> getTabList(org.bukkit.command.CommandSender sender, java.lang.String arg) {
    return java.util.Collections.emptyList();
}","@java.lang.Override
public java.util.Collection<java.lang.String> getTabList(org.bukkit.command.CommandSender sender, java.lang.String arg) {
    return null;
}","Move Parameter from Method to CtParameterImpl
","java.util.Collection getTabList(org.bukkit.command.CommandSender,java.lang.String)
java.util.Collection getTabList(org.bukkit.command.CommandSender,java.lang.String)",-2,-2
33617,"public void METHOD_1 ( ) throws java.io.IOException { VAR_1 . METHOD_2 ( VAR_2 class , new TYPE_1 ( ) , null ) ; VAR_3 . METHOD_3 ( ) ; } 
","public void METHOD_1 ( ) throws java.io.IOException { VAR_3 . METHOD_3 ( ) ; } 
","public void waitForever() throws java.io.IOException {
    bundleContext.registerService(org.ops4j.pax.wicket.samples.plain.simple.service.EchoService.class, new org.ops4j.pax.wicket.it.samples.karaf.SampleWebUiTestFull.EchoServiceImplementation(), null);
    java.lang.System.in.read();
}","@org.junit.Test
public void waitForever() throws java.io.IOException {
    java.lang.System.in.read();
}","Insert Annotation at Method
Delete TypeAccess at ThisAccess
Delete ThisAccess at FieldRead
Delete FieldRead at Invocation
Delete TypeAccess at FieldRead
Delete FieldRead at Invocation
Delete ConstructorCall at Invocation
Delete Literal at Invocation
Delete Invocation at Block
","void waitForever()
void waitForever()",-2,-2
36354,"public java.util.Set < java.lang.String > METHOD_1 ( java.lang.String VAR_1 ) { return new java.util.HashSet < java.lang.String > ( TYPE_1 . METHOD_2 ( VAR_1 ) ) ; } 
","public java.util.Set < java.lang.String > METHOD_1 ( java.lang.String VAR_1 ) { if ( VAR_1 == null ) return null ; return new java.util.HashSet < java.lang.String > ( TYPE_1 . METHOD_2 ( VAR_1 ) ) ; } 
","public java.util.Set<java.lang.String> parse(java.lang.String rawValue) {
    return new java.util.HashSet<java.lang.String>(net.instant.util.Util.parseCommaList(rawValue));
}","public java.util.Set<java.lang.String> parse(java.lang.String rawValue) {
    if (rawValue == null)
        return null;
    
    return new java.util.HashSet<java.lang.String>(net.instant.util.Util.parseCommaList(rawValue));
}","Insert If at Block
Insert BinaryOperator at If
Insert Block at If
Insert VariableRead at BinaryOperator
Insert Literal at BinaryOperator
Insert Return at Block
Insert Literal at Return
","java.util.Set parse(java.lang.String)
java.util.Set parse(java.lang.String)",-2,-2
16854,"public void METHOD_1 ( final TYPE_1 VAR_1 ) { this . VAR_1 = VAR_1 ; METHOD_2 ( ) ; } 
","void METHOD_1 ( final TYPE_1 VAR_1 ) ; 
","public void initialize(final de.tesis.dynaware.grapheditor.model.GModel model) {
    this.model = model;
    redraw();
}",void initialize(final de.tesis.dynaware.grapheditor.model.GModel model);,"Move Parameter from Method to CtParameterImpl
","void initialize(de.tesis.dynaware.grapheditor.model.GModel)
void initialize(de.tesis.dynaware.grapheditor.model.GModel)",-2,-2
46027,"public static java.util.List < TYPE_1 > METHOD_1 ( ) { } 
","public static java.util.List < TYPE_1 > METHOD_1 ( ) { return null ; } 
","public static java.util.List<Paper> handleOverlookedPapers() {
}","public static java.util.List<Paper> handleOverlookedPapers() {
    return null;
}","Insert Return at Block
Insert Literal at Return
","java.util.List handleOverlookedPapers()
java.util.List handleOverlookedPapers()",-2,-2
895,"public java.util.Collection < java.lang.String > METHOD_1 ( TYPE_1 < ? > VAR_1 ) { java.util.List < java.lang.String > VAR_2 = new java.util.ArrayList < java.lang.String > ( ) ; for ( TYPE_2 VAR_3 : VAR_4 ) { VAR_2 . add ( VAR_5 ) ; } return VAR_2 ; } 
","public java.util.Collection < java.lang.String > METHOD_1 ( TYPE_1 < ? > VAR_1 ) { return null ; } 
","public java.util.Collection<java.lang.String> properties(unknow.orm.criteria.Entity<?> entity) {
    java.util.List<java.lang.String> properties = new java.util.ArrayList<java.lang.String>();
    for (unknow.orm.criteria.Entity.Entry e : entity.entries) {
        properties.add(e.javaName);
    }
    return properties;
}","public java.util.Collection<java.lang.String> properties(unknow.orm.criteria.Entity<?> entity) {
    return null;
}","Insert Literal at Return
Delete ConstructorCall at LocalVariable
Delete LocalVariable at Block
Delete LocalVariable at ForEach
Delete VariableRead at FieldRead
Delete FieldRead at ForEach
Delete VariableRead at Invocation
Delete VariableRead at FieldRead
Delete FieldRead at Invocation
Delete Invocation at Block
Delete Block at ForEach
Delete ForEach at Block
Delete VariableRead at Return
","java.util.Collection properties(unknow.orm.criteria.Entity)
java.util.Collection properties(unknow.orm.criteria.Entity)",-2,-2
4859,"public TYPE_1 [ ] METHOD_1 ( ) { return this . VAR_1 . METHOD_2 ( this ) ; } 
","public TYPE_1 [ ] METHOD_2 ( ) { return this . VAR_1 . METHOD_2 ( this ) ; } 
","public core.Task[] performGANTTAnalysis() {
    return this.ganttChart.GANTTAnalysis(this);
}","public core.Task[] GANTTAnalysis() {
    return this.ganttChart.GANTTAnalysis(this);
}","Update Method at Class
","core.Task[] performGANTTAnalysis()
core.Task[] GANTTAnalysis()",-2,-2
