,buggy,fixed,buggy-org,fixed-org,buggy_source_code,fixed_source_code,operations,signature,is_filtered,check1,check2
35786,"public boolean METHOD_1 ( ) { return VAR_1 . METHOD_2 ( TYPE_1 . toString ( ) ) ; } 
","public boolean METHOD_1 ( ) { return ( VAR_1 . METHOD_2 ( TYPE_1 . toString ( ) , 0 ) ) > 0 ; } 
","public boolean METHOD_1 ( ) { return VAR_1 . METHOD_2 ( TYPE_1 . toString ( ) ) ; } 
","public boolean METHOD_1 ( ) { return ( VAR_1 . get ( TYPE_1 . toString ( ) , 0 ) ) > 0 ; } 
","public boolean isLewd() {
    return perks.containsKey(Perk.CATAMITE.toString());
}","public boolean isLewd() {
    return (perks.get(Perk.CATAMITE.toString(), 0)) > 0;
}","Insert BinaryOperator at Return
Update Invocation at Return
Move Invocation from Return to CtInvocationImpl
Insert Literal at BinaryOperator
Insert Literal at Invocation
","boolean isLewd()
boolean isLewd()",0,2,2
36030,"public void METHOD_1 ( int VAR_1 ) throws java.io.IOException { TYPE_1 . METHOD_2 ( VAR_2 , java.lang.String . METHOD_3 ( VAR_1 ) . METHOD_4 ( ) , VAR_3 ) ; } 
","private void METHOD_1 ( ) throws java.io.IOException { TYPE_1 . METHOD_2 ( VAR_2 , java.lang.String . METHOD_3 ( VAR_1 ) . METHOD_4 ( ) , VAR_3 ) ; } 
","public void METHOD_1 ( int VAR_1 ) throws java.io.IOException { TYPE_1 . METHOD_2 ( VAR_2 , java.lang.String . METHOD_3 ( VAR_1 ) . METHOD_4 ( ) , VAR_3 ) ; } 
","private void METHOD_1 ( ) throws java.io.IOException { TYPE_1 . METHOD_2 ( VAR_2 , java.lang.String . METHOD_3 ( VAR_1 ) . METHOD_4 ( ) , VAR_3 ) ; } 
","public void saveNewVersion(int githubVersion) throws java.io.IOException {
    org.eyeseetea.sdk.common.FileUtils.saveFile(PopulateDB.VERSIONS_CSV, java.lang.String.valueOf(githubVersion).getBytes(), mContext);
}","private void saveNewVersion() throws java.io.IOException {
    org.eyeseetea.sdk.common.FileUtils.saveFile(PopulateDB.VERSIONS_CSV, java.lang.String.valueOf(githubVersion).getBytes(), mContext);
}","Update Method at Class
Insert FieldRead at Invocation
Insert ThisAccess at FieldRead
Insert TypeAccess at ThisAccess
Delete Parameter at Method
Delete VariableRead at Invocation
","void saveNewVersion(int)
void saveNewVersion()",0,2,2
36043,"public static void METHOD_1 ( double p ) { double VAR_1 = VAR_2 ; java.lang.System.out.println ( ( STRING_1 + p ) ) ; java.lang.System.out.println ( ( STRING_2 + VAR_1 ) ) ; } 
","public static void METHOD_1 ( int p , double VAR_2 ) { double VAR_1 = p * VAR_2 ; java.lang.System.out.println ( ( STRING_1 + p ) ) ; java.lang.System.out.println ( ( STRING_2 + VAR_1 ) ) ; } 
","public static void METHOD_1 ( double p ) { double VAR_1 = VAR_2 ; java.lang.System.out.println ( ( STRING_1 + p ) ) ; java.lang.System.out.println ( ( STRING_2 + VAR_1 ) ) ; } 
","public static void METHOD_1 ( int p , double VAR_2 ) { double VAR_1 = p * VAR_2 ; java.lang.System.out.println ( ( STRING_1 + p ) ) ; java.lang.System.out.println ( ( STRING_2 + VAR_1 ) ) ; } 
","public static void tenPercentOff(double p) {
    double newPrice = DISCOUNT_RATE;
    java.lang.System.out.println((""Ten percent off "" + p));
    java.lang.System.out.println((""  New price is "" + newPrice));
}","public static void tenPercentOff(int p, double DISCOUNT_RATE) {
    double newPrice = p * DISCOUNT_RATE;
    java.lang.System.out.println((""Ten percent off "" + p));
    java.lang.System.out.println((""  New price is "" + newPrice));
}","Insert Parameter at Method
Insert BinaryOperator at LocalVariable
Insert VariableRead at BinaryOperator
Insert VariableRead at BinaryOperator
Delete FieldRead at LocalVariable
","void tenPercentOff(double)
void tenPercentOff(int,double)",1,-2,-2
36126,"public void METHOD_1 ( TYPE_1 p ) { VAR_1 = p ; VAR_2 . add ( VAR_1 ) ; } 
","public void METHOD_1 ( TYPE_1 p ) { VAR_1 = position = p ; VAR_2 . add ( VAR_1 ) ; } 
","public void METHOD_1 ( TYPE_1 p ) { VAR_1 = p ; VAR_2 . add ( VAR_1 ) ; } 
","public void METHOD_1 ( TYPE_1 p ) { VAR_1 = position = p ; VAR_2 . add ( VAR_1 ) ; } 
","public void setStartPosition(com.edu.cps2002.Position p) {
    startPosition = p;
    visitedTiles.add(startPosition);
}","public void setStartPosition(com.edu.cps2002.Position p) {
    startPosition = position = p;
    visitedTiles.add(startPosition);
}","Insert Assignment at Block
Move FieldWrite from Assignment to CtFieldWriteImpl
Insert Assignment at Assignment
Insert FieldWrite at Assignment
Move VariableRead from Assignment to CtVariableReadImpl
Insert ThisAccess at FieldWrite
Insert TypeAccess at ThisAccess
Delete Assignment at Block
","void setStartPosition(com.edu.cps2002.Position)
void setStartPosition(com.edu.cps2002.Position)",0,2,2
36294,"public void METHOD_1 ( ) { if ( ( VAR_1 ) < 0 ) VAR_1 *= - 1 ; if ( ( VAR_2 ) < 0 ) VAR_2 *= - 1 ; } 
","public void METHOD_1 ( ) { if ( ( VAR_1 ) < 0 ) VAR_1 *= - 1 ; if ( ( VAR_2 ) > 0 ) VAR_2 *= - 1 ; } 
","public void METHOD_1 ( ) { if ( ( VAR_1 ) < 0 ) VAR_1 *= - 1 ; if ( ( VAR_2 ) < 0 ) VAR_2 *= - 1 ; } 
","public void METHOD_1 ( ) { if ( ( VAR_1 ) < 0 ) VAR_1 *= - 1 ; if ( ( VAR_2 ) > 0 ) VAR_2 *= - 1 ; } 
","public void ballResetInitialDirection() {
    if ((ball_speed_horizontal) < 0)
        ball_speed_horizontal *= -1;
    
    if ((ball_speed_vertical) < 0)
        ball_speed_vertical *= -1;
    
}","public void ballResetInitialDirection() {
    if ((ball_speed_horizontal) < 0)
        ball_speed_horizontal *= -1;
    
    if ((ball_speed_vertical) > 0)
        ball_speed_vertical *= -1;
    
}","Insert BinaryOperator at If
Insert FieldRead at BinaryOperator
Insert Literal at BinaryOperator
Insert ThisAccess at FieldRead
Insert TypeAccess at ThisAccess
","void ballResetInitialDirection()
void ballResetInitialDirection()",0,2,2
3630,"public void METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 ) { VAR_3 . METHOD_1 ( VAR_1 , VAR_2 ) ; TYPE_1 VAR_4 = VAR_5 . METHOD_2 ( VAR_1 ) ; VAR_4 . METHOD_3 ( VAR_2 ) ; VAR_6 . METHOD_4 ( VAR_4 ) ; } 
","public void METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 ) { TYPE_1 VAR_4 = VAR_5 . METHOD_2 ( VAR_1 ) ; VAR_4 . METHOD_3 ( VAR_2 ) ; VAR_6 . METHOD_4 ( VAR_4 ) ; VAR_3 . METHOD_1 ( VAR_1 , VAR_2 ) ; } 
","public void METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 ) { VAR_3 . METHOD_1 ( VAR_1 , VAR_2 ) ; TYPE_1 VAR_4 = VAR_5 . METHOD_2 ( VAR_1 ) ; VAR_4 . METHOD_3 ( VAR_2 ) ; VAR_6 . METHOD_4 ( VAR_4 ) ; } 
","public void METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 ) { TYPE_1 VAR_4 = VAR_5 . METHOD_2 ( VAR_1 ) ; VAR_4 . METHOD_3 ( VAR_2 ) ; VAR_6 . METHOD_4 ( VAR_4 ) ; VAR_3 . METHOD_1 ( VAR_1 , VAR_2 ) ; } 
","@java.lang.Override
public void deleteAttribute(org.molgenis.data.meta.model.EntityType entityType, org.molgenis.data.meta.model.Attribute attr) {
    repoCollection.deleteAttribute(entityType, attr);
    org.molgenis.data.meta.model.EntityType updatedEntityType = entityTypeCopier.copy(entityType);
    updatedEntityType.removeAttribute(attr);
    entityTypeRegistry.registerEntityType(updatedEntityType);
}","@java.lang.Override
public void deleteAttribute(org.molgenis.data.meta.model.EntityType entityType, org.molgenis.data.meta.model.Attribute attr) {
    org.molgenis.data.meta.model.EntityType updatedEntityType = entityTypeCopier.copy(entityType);
    updatedEntityType.removeAttribute(attr);
    entityTypeRegistry.registerEntityType(updatedEntityType);
    repoCollection.deleteAttribute(entityType, attr);
}","Move Invocation from Block to CtInvocationImpl
","void deleteAttribute(org.molgenis.data.meta.model.EntityType,org.molgenis.data.meta.model.Attribute)
void deleteAttribute(org.molgenis.data.meta.model.EntityType,org.molgenis.data.meta.model.Attribute)",0,1,1
3633,"public static TYPE_1 METHOD_1 ( final java.lang.String id , final java.util.Properties ... VAR_1 ) { return new TYPE_1 ( VAR_1 ) . METHOD_2 ( TYPE_2 . METHOD_3 ( id ) ) ; } 
","public static TYPE_1 METHOD_1 ( final java.lang.String id , final java.util.Properties ... VAR_1 ) { return TYPE_1 . METHOD_1 ( TYPE_2 . METHOD_3 ( id ) ) ; } 
","public static TYPE_1 METHOD_1 ( final java.lang.String id , final java.util.Properties ... VAR_1 ) { return new TYPE_1 ( VAR_1 ) . METHOD_2 ( TYPE_2 . METHOD_3 ( id ) ) ; } 
","public static TYPE_1 METHOD_1 ( final java.lang.String id , final java.util.Properties ... VAR_1 ) { return TYPE_1 . METHOD_1 ( TYPE_2 . METHOD_3 ( id ) ) ; } 
","public static com.almende.timecontrol.entity.ClockConfig.Builder forID(final java.lang.String id, final java.util.Properties... imports) {
    return new com.almende.timecontrol.entity.ClockConfig.Builder(imports).withId(com.almende.timecontrol.entity.ClockConfig.ID.valueOf(id));
}","public static com.almende.timecontrol.entity.ClockConfig.Builder forID(final java.lang.String id, final java.util.Properties... imports) {
    return com.almende.timecontrol.entity.ClockConfig.Builder.forID(com.almende.timecontrol.entity.ClockConfig.ID.valueOf(id));
}","Update Invocation at Return
Insert TypeAccess at Invocation
","com.almende.timecontrol.entity.ClockConfig$Builder forID(java.lang.String,java.util.Properties[])
com.almende.timecontrol.entity.ClockConfig$Builder forID(java.lang.String,java.util.Properties[])",0,2,2
36333,"public java.io.File METHOD_1 ( java.lang.String content , int VAR_1 , int height ) throws java.io.IOException { java.io.File out = METHOD_2 ( content . METHOD_3 ( ) ) ; METHOD_4 ( content , out , VAR_1 , height ) ; return out ; } 
","public java.io.File METHOD_1 ( java.lang.String content , int VAR_1 , int height ) throws java.io.IOException { java.io.File out = METHOD_2 ( content . METHOD_3 ( ) ) ; if ( METHOD_4 ( content , out , VAR_1 , height ) ) { return out ; } return null ; } 
","public java.io.File METHOD_1 ( java.lang.String content , int VAR_1 , int height ) throws java.io.IOException { java.io.File out = METHOD_2 ( content . METHOD_3 ( ) ) ; METHOD_4 ( content , out , VAR_1 , height ) ; return out ; } 
","public java.io.File METHOD_1 ( java.lang.String content , int VAR_1 , int height ) throws java.io.IOException { java.io.File out = METHOD_2 ( content . METHOD_3 ( ) ) ; if ( METHOD_4 ( content , out , VAR_1 , height ) ) { return out ; } return null ; } 
","@java.lang.Override
public java.io.File rasterizeToTemporaryFile(java.lang.String content, int width, int height) throws java.io.IOException {
    java.io.File out = getTempFile(content.hashCode());
    rasterizeToFile(content, out, width, height);
    return out;
}","@java.lang.Override
public java.io.File rasterizeToTemporaryFile(java.lang.String content, int width, int height) throws java.io.IOException {
    java.io.File out = getTempFile(content.hashCode());
    if (rasterizeToFile(content, out, width, height)) {
        return out;
    }
    return null;
}","Insert If at Block
Insert Return at Block
Move Invocation from Block to CtInvocationImpl
Insert Block at If
Insert Literal at Return
Move Return from Block to CtReturnImpl
","java.io.File rasterizeToTemporaryFile(java.lang.String,int,int)
java.io.File rasterizeToTemporaryFile(java.lang.String,int,int)",0,2,2
36352,"public boolean METHOD_1 ( ) { return ( i ) < ( ( VAR_1 . size ( ) ) - 1 ) ; } 
","public boolean METHOD_1 ( ) { return ( i ) < ( VAR_1 . size ( ) ) ; } 
","public boolean METHOD_1 ( ) { return ( i ) < ( ( VAR_1 . size ( ) ) - 1 ) ; } 
","public boolean METHOD_1 ( ) { return ( i ) < ( VAR_1 . size ( ) ) ; } 
","@java.lang.Override
public boolean hasNext() {
    return (i) < ((locations.size()) - 1);
}","@java.lang.Override
public boolean hasNext() {
    return (i) < (locations.size());
}","Update BinaryOperator at BinaryOperator
Move BinaryOperator from BinaryOperator to CtBinaryOperatorImpl
Move FieldRead from BinaryOperator to CtFieldReadImpl
Delete Literal at BinaryOperator
Delete BinaryOperator at Return
","boolean hasNext()
boolean hasNext()",0,2,2
36614,"public static int METHOD_1 ( ) { if ( ( ( VAR_1 ) != null ) && ( VAR_1 . METHOD_2 ( ) . VAR_2 ) ) return 1 ; else return 0 ; } 
","public static int METHOD_1 ( ) { if ( ( ( ( VAR_1 ) != null ) && ( ( VAR_1 . METHOD_2 ( ) ) != null ) ) && ( VAR_1 . METHOD_2 ( ) . VAR_2 ) ) return 1 ; else return 0 ; } 
","public static int METHOD_1 ( ) { if ( ( ( VAR_1 ) != null ) && ( VAR_1 . METHOD_2 ( ) . VAR_2 ) ) return 1 ; else return 0 ; } 
","public static int METHOD_1 ( ) { if ( ( ( ( VAR_1 ) != null ) && ( ( VAR_1 . METHOD_2 ( ) ) != null ) ) && ( VAR_1 . METHOD_2 ( ) . VAR_2 ) ) return 1 ; else return 0 ; } 
","public static int isPlaying() {
    if (((com.codepath.myapplication.Options.OptionsActivity.mPlayer) != null) && (com.codepath.myapplication.Options.OptionsActivity.mPlayer.getPlaybackState().isPlaying))
        return 1;
    else
        return 0;
    
}","public static int isPlaying() {
    if ((((com.codepath.myapplication.Options.OptionsActivity.mPlayer) != null) && ((com.codepath.myapplication.Options.OptionsActivity.mPlayer.getPlaybackState()) != null)) && (com.codepath.myapplication.Options.OptionsActivity.mPlayer.getPlaybackState().isPlaying))
        return 1;
    else
        return 0;
    
}","Insert BinaryOperator at BinaryOperator
Move BinaryOperator from BinaryOperator to CtBinaryOperatorImpl
Insert BinaryOperator at BinaryOperator
Insert Invocation at BinaryOperator
Insert Literal at BinaryOperator
Insert FieldRead at Invocation
Insert TypeAccess at FieldRead
","int isPlaying()
int isPlaying()",1,-1,-1
36625,"public TYPE_1 METHOD_1 ( java.lang.String VAR_1 ) throws java.lang.Exception { VAR_2 = VAR_2 . replace ( STRING_1 , VAR_1 ) ; TYPE_1 VAR_3 = VAR_4 . METHOD_2 ( new TYPE_2 ( VAR_2 ) , VAR_5 class ) ; return VAR_3 ; } 
","public TYPE_1 METHOD_1 ( java.lang.String VAR_1 ) throws java.lang.Exception { TYPE_1 VAR_3 = VAR_4 . METHOD_2 ( VAR_2 . replace ( STRING_1 , VAR_1 ) , VAR_5 class ) ; return VAR_3 ; } 
","public TYPE_1 METHOD_1 ( java.lang.String VAR_1 ) throws java.lang.Exception { VAR_2 = VAR_2 . replace ( STRING_1 , VAR_1 ) ; TYPE_1 VAR_3 = VAR_4 . METHOD_2 ( new TYPE_2 ( VAR_2 ) , VAR_5 class ) ; return VAR_3 ; } 
","public TYPE_1 METHOD_1 ( java.lang.String VAR_1 ) throws java.lang.Exception { TYPE_1 VAR_3 = VAR_4 . METHOD_2 ( VAR_2 . replace ( STRING_1 , VAR_1 ) , VAR_5 class ) ; return VAR_3 ; } 
","public com.scg.document.model.SAPUser getSAPUser(java.lang.String xomLanID) throws java.lang.Exception {
    sapUserServiceURL = sapUserServiceURL.replace(""{xomLanID}"", xomLanID);
    com.scg.document.model.SAPUser sapUser = restTemplate.getForObject(new java.net.URI(sapUserServiceURL), com.scg.document.model.SAPUser.class);
    return sapUser;
}","public com.scg.document.model.SAPUser getSAPUser(java.lang.String xomLanID) throws java.lang.Exception {
    com.scg.document.model.SAPUser sapUser = restTemplate.getForObject(sapUserServiceURL.replace(""{xomLanID}"", xomLanID), com.scg.document.model.SAPUser.class);
    return sapUser;
}","Update Invocation at LocalVariable
Move Invocation from Assignment to CtInvocationImpl
Delete TypeAccess at ThisAccess
Delete ThisAccess at FieldWrite
Delete FieldWrite at Assignment
Delete Assignment at Block
Delete TypeAccess at ThisAccess
Delete ThisAccess at FieldRead
Delete FieldRead at ConstructorCall
Delete ConstructorCall at Invocation
","com.scg.document.model.SAPUser getSAPUser(java.lang.String)
com.scg.document.model.SAPUser getSAPUser(java.lang.String)",0,2,2
36635,"public boolean METHOD_1 ( ) { return ! ( ( ( this . offset ) == ( - 1 ) ) & ( ( this . VAR_1 ) == null ) ) ; } 
","public boolean METHOD_1 ( ) { if ( ( this . VAR_1 ) != null ) { if ( ( this . VAR_1 . length ) > 0 ) { return true ; } } return false ; } 
","public boolean METHOD_1 ( ) { return ! ( ( ( this . offset ) == ( - 1 ) ) & ( ( this . VAR_1 ) == null ) ) ; } 
","public boolean METHOD_1 ( ) { if ( ( this . VAR_1 ) != null ) { if ( ( this . VAR_1 . length ) > 0 ) { return true ; } } return false ; } 
","public boolean hasChanges() {
    return !(((this.offset) == (-1)) & ((this.delta) == null));
}","public boolean hasChanges() {
    if ((this.delta) != null) {
        if ((this.delta.length) > 0) {
            return true;
        }
    }
    return false;
}","Insert Block at Method
Insert If at Block
Insert Return at Block
Update BinaryOperator at BinaryOperator
Move BinaryOperator from BinaryOperator to CtBinaryOperatorImpl
Insert Block at If
Insert Literal at Return
Insert If at Block
Insert BinaryOperator at If
Insert Block at If
Insert FieldRead at BinaryOperator
Insert Literal at BinaryOperator
Insert Return at Block
Insert FieldRead at FieldRead
Insert Literal at Return
Insert ThisAccess at FieldRead
Insert TypeAccess at ThisAccess
Delete FieldRead at BinaryOperator
Delete BinaryOperator at BinaryOperator
Delete BinaryOperator at UnaryOperator
Delete UnaryOperator at Return
Delete Return at Block
Delete Block at Method
","boolean hasChanges()
boolean hasChanges()",0,2,2
36712,"public void METHOD_1 ( ) { java.util.ArrayList VAR_1 = VAR_2 . METHOD_2 ( ) ; TYPE_1 VAR_3 = new TYPE_1 ( STRING_1 , STRING_2 , INT_1 ) ; VAR_1 . add ( VAR_3 ) ; TYPE_2 . assertEquals ( VAR_2 . METHOD_3 ( VAR_3 ) , STRING_3 ) ; } 
","public void METHOD_1 ( ) { java.util.ArrayList VAR_1 = VAR_2 . METHOD_2 ( ) ; TYPE_1 VAR_3 = new TYPE_1 ( STRING_1 , STRING_2 , INT_1 ) ; VAR_1 . add ( VAR_3 ) ; TYPE_2 . assertEquals ( VAR_2 . METHOD_3 ( STRING_1 ) , STRING_3 ) ; } 
","public void METHOD_1 ( ) { java.util.ArrayList VAR_1 = VAR_2 . METHOD_2 ( ) ; TYPE_1 VAR_3 = new TYPE_1 ( STRING_1 , STRING_2 , INT_1 ) ; VAR_1 . add ( VAR_3 ) ; TYPE_2 . assertEquals ( VAR_2 . METHOD_3 ( VAR_3 ) , STRING_3 ) ; } 
","public void METHOD_1 ( ) { java.util.ArrayList VAR_1 = VAR_2 . METHOD_2 ( ) ; TYPE_1 VAR_3 = new TYPE_1 ( STRING_1 , STRING_2 , INT_1 ) ; VAR_1 . add ( VAR_3 ) ; TYPE_2 . assertEquals ( VAR_2 . METHOD_3 ( STRING_1 ) , STRING_3 ) ; } 
","@org.junit.Test
public void returnBookUnsuccessfull() {
    java.util.ArrayList allBooks = bookSystem.getBookList();
    com.twu.biblioteca.Book book = new com.twu.biblioteca.Book(""Test-Driven Development"", ""Kent Beck"", 2003);
    allBooks.add(book);
    org.junit.Assert.assertEquals(bookSystem.returnBook(book), ""That is not a valid book to return."");
}","@org.junit.Test
public void returnBookUnsuccessfull() {
    java.util.ArrayList allBooks = bookSystem.getBookList();
    com.twu.biblioteca.Book book = new com.twu.biblioteca.Book(""Test-Driven Development"", ""Kent Beck"", 2003);
    allBooks.add(book);
    org.junit.Assert.assertEquals(bookSystem.returnBook(""Test-Driven Development""), ""That is not a valid book to return."");
}","Update Invocation at Invocation
Insert Literal at Invocation
Delete VariableRead at Invocation
","void returnBookUnsuccessfull()
void returnBookUnsuccessfull()",0,2,2
36770,"public void METHOD_1 ( TYPE_1 VAR_1 , boolean VAR_2 ) { this . VAR_3 = VAR_1 ; this . VAR_4 = VAR_2 ; } 
","public void METHOD_1 ( TYPE_1 VAR_1 ) { this . VAR_3 = VAR_1 ; } 
","public void METHOD_1 ( TYPE_1 VAR_1 , boolean VAR_2 ) { this . VAR_3 = VAR_1 ; this . VAR_4 = VAR_2 ; } 
","public void METHOD_1 ( TYPE_1 VAR_1 ) { this . VAR_3 = VAR_1 ; } 
","public void setDeniedDialog(android.app.Dialog deniedDialog, boolean enableExit) {
    this.mDeniedDialog = deniedDialog;
    this.mEnableExit = enableExit;
}","public void setDeniedDialog(android.app.Dialog deniedDialog) {
    this.mDeniedDialog = deniedDialog;
}","Delete Parameter at Method
Delete TypeAccess at ThisAccess
Delete ThisAccess at FieldWrite
Delete FieldWrite at Assignment
Delete VariableRead at Assignment
Delete Assignment at Block
","void setDeniedDialog(android.app.Dialog,boolean)
void setDeniedDialog(android.app.Dialog)",0,1,1
36775,"public static void METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 ) { if ( VAR_2 . METHOD_2 ( VAR_1 ) ) { TYPE_3 . METHOD_3 ( VAR_1 , VAR_2 . METHOD_4 ( VAR_1 ) ) ; } else { TYPE_3 . METHOD_5 ( VAR_1 ) ; } } 
","public static void METHOD_1 ( android.content.Context VAR_1 , TYPE_2 VAR_2 ) { if ( VAR_2 . METHOD_2 ( VAR_1 ) ) { TYPE_3 . METHOD_3 ( VAR_1 , VAR_2 . METHOD_4 ( VAR_1 ) ) ; } else { TYPE_3 . METHOD_5 ( coVAR_1 ; } } 
","public static void METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 ) { if ( VAR_2 . METHOD_2 ( VAR_1 ) ) { TYPE_3 . METHOD_3 ( VAR_1 , VAR_2 . METHOD_4 ( VAR_1 ) ) ; } else { TYPE_3 . METHOD_5 ( VAR_1 ) ; } } 
","public static void METHOD_1 ( android.content.Context context , TYPE_2 VAR_2 ) { if ( VAR_2 . METHOD_2 ( context ) ) { TYPE_3 . METHOD_3 ( context , VAR_2 . METHOD_4 ( context ) ) ; } else { TYPE_3 . METHOD_5 ( context ) ; } } 
","public static void turnOnReminders(android.app.Activity activity, org.a5calls.android.a5calls.model.AccountManager manager) {
    if (manager.getAllowReminders(activity)) {
        org.a5calls.android.a5calls.model.NotificationUtils.setNotificationTime(activity, manager.getReminderMinutes(activity));
    }else {
        org.a5calls.android.a5calls.model.NotificationUtils.clearNotifications(activity);
    }
}","public static void turnOnReminders(android.content.Context context, org.a5calls.android.a5calls.model.AccountManager manager) {
    if (manager.getAllowReminders(context)) {
        org.a5calls.android.a5calls.model.NotificationUtils.setNotificationTime(context, manager.getReminderMinutes(context));
    }else {
        org.a5calls.android.a5calls.model.NotificationUtils.clearNotifications(context);
    }
}","Update Parameter at Method
Update Invocation at If
Update VariableRead at Invocation
Update Invocation at Block
Update Invocation at Block
Update VariableRead at Invocation
Update Invocation at Invocation
Update VariableRead at Invocation
Update VariableRead at Invocation
","void turnOnReminders(android.app.Activity,org.a5calls.android.a5calls.model.AccountManager)
void turnOnReminders(android.content.Context,org.a5calls.android.a5calls.model.AccountManager)",0,2,2
36962,"public void METHOD_1 ( TYPE_1 VAR_1 ) { if ( VAR_2 ) { METHOD_2 ( new TYPE_2 ( ) ) ; } else { METHOD_2 ( new TYPE_3 ( ) ) ; VAR_2 = true ; } } 
","public void METHOD_1 ( TYPE_1 VAR_1 ) { if ( VAR_2 ) { METHOD_2 ( new TYPE_2 ( ) ) ; VAR_2 = false ; } else { METHOD_2 ( new TYPE_3 ( ) ) ; VAR_2 = true ; } } 
","public void METHOD_1 ( TYPE_1 VAR_1 ) { if ( VAR_2 ) { METHOD_2 ( new TYPE_2 ( ) ) ; } else { METHOD_2 ( new TYPE_3 ( ) ) ; VAR_2 = true ; } } 
","public void METHOD_1 ( TYPE_1 VAR_1 ) { if ( VAR_2 ) { METHOD_2 ( new TYPE_2 ( ) ) ; VAR_2 = false ; } else { METHOD_2 ( new TYPE_3 ( ) ) ; VAR_2 = true ; } } 
","public void onHotKey(com.tulskiy.keymaster.common.HotKey hotKey) {
    if (isShown) {
        raise(new seedu.address.commons.events.ui.HideWindowEvent());
    }else {
        raise(new seedu.address.commons.events.ui.ShowWindowEvent());
        isShown = true;
    }
}","public void onHotKey(com.tulskiy.keymaster.common.HotKey hotKey) {
    if (isShown) {
        raise(new seedu.address.commons.events.ui.HideWindowEvent());
        isShown = false;
    }else {
        raise(new seedu.address.commons.events.ui.ShowWindowEvent());
        isShown = true;
    }
}","Insert Assignment at Block
Insert FieldWrite at Assignment
Insert Literal at Assignment
Insert ThisAccess at FieldWrite
Insert TypeAccess at ThisAccess
","void onHotKey(com.tulskiy.keymaster.common.HotKey)
void onHotKey(com.tulskiy.keymaster.common.HotKey)",0,2,2
37010,"public void METHOD_1 ( TYPE_1 < ? > VAR_1 , android.view.View view , int position , long id ) { switch ( position ) { case 0 : VAR_2 = INT_1 ; break ; case 1 : VAR_2 = INT_2 ; break ; } } 
","public void METHOD_1 ( TYPE_1 < ? > VAR_1 , android.view.View view , int position , long id ) { switch ( position ) { case 0 : VAR_2 = INT_2 ; break ; case 1 : VAR_2 = INT_1 ; break ; } } 
","public void METHOD_1 ( TYPE_1 < ? > VAR_1 , android.view.View view , int position , long id ) { switch ( position ) { case 0 : VAR_2 = INT_1 ; break ; case 1 : VAR_2 = INT_2 ; break ; } } 
","public void METHOD_1 ( TYPE_1 < ? > VAR_1 , android.view.View view , int position , long id ) { switch ( position ) { case 0 : VAR_2 = INT_2 ; break ; case 1 : VAR_2 = INT_1 ; break ; } } 
","@java.lang.Override
public void onItemSelected(android.widget.AdapterView<?> parent, android.view.View view, int position, long id) {
    switch (position) {
        case 0 :
            timeSig = 3;
            break;
        case 1 :
            timeSig = 4;
            break;
    }
}","@java.lang.Override
public void onItemSelected(android.widget.AdapterView<?> parent, android.view.View view, int position, long id) {
    switch (position) {
        case 0 :
            timeSig = 4;
            break;
        case 1 :
            timeSig = 3;
            break;
    }
}","Move Case from Switch to CtCaseImpl
Update Literal at Case
Update Literal at Case
","void onItemSelected(android.widget.AdapterView,android.view.View,int,long)
void onItemSelected(android.widget.AdapterView,android.view.View,int,long)",0,2,2
3703,"public void METHOD_1 ( ) throws java.lang.Exception { final TYPE_1 element = METHOD_2 ( 0 ) ; assertThat ( ( ( TYPE_2 ) ( VAR_1 ) ) . get ( 0 ) , TYPE_3 . METHOD_3 ( element ) ) ; } 
","public void METHOD_1 ( ) throws java.lang.Exception { final TYPE_1 element = METHOD_2 ( 0 ) ; assertThat ( VAR_1 . get ( 0 ) , TYPE_3 . METHOD_3 ( element ) ) ; } 
","public void METHOD_1 ( ) throws java.lang.Exception { final TYPE_1 element = METHOD_2 ( 0 ) ; assertThat ( ( ( TYPE_2 ) ( VAR_1 ) ) . get ( 0 ) , TYPE_3 . METHOD_3 ( element ) ) ; } 
","public void METHOD_1 ( ) throws java.lang.Exception { final TYPE_1 element = METHOD_2 ( 0 ) ; assertThat ( VAR_1 . get ( 0 ) , TYPE_3 . METHOD_3 ( element ) ) ; } 
","@org.junit.Test
public void testRetrieval() throws java.lang.Exception {
    final com.sefford.kor.repositories.utils.TestElement element = prepareElementForRetrieval(0);
    assertThat(((com.sefford.kor.repositories.DiskJsonRepository) (repository)).get(0), org.hamcrest.core.Is.is(element));
}","@org.junit.Test
public void testRetrieval() throws java.lang.Exception {
    final com.sefford.kor.repositories.utils.TestElement element = prepareElementForRetrieval(0);
    assertThat(repository.get(0), org.hamcrest.core.Is.is(element));
}","Update Invocation at Invocation
","void testRetrieval()
void testRetrieval()",0,1,1
